,"The Givers' Guide is a Project Created and Coordinated by Frayde Yudkowsky, LSW, LMSW, CTP. The Givers' Guide is a constant work in progress. Please email any corrections, additions or changes to Hello@GiversGuide.org",,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levitan,Tablecloth Gemach,"Brooklyn, NY",,(917) 968-0156,718-376-0289,,,,,,,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Lev Devorah Layett Gemach,Package of Baby Clothing,"Monsey, NY","Monsey, NY",(845) 213-3646,,,,,This Gemach is offering Layettes for babies in Monsey.,,https://www.chesedmatch.org/new-york/monsey/chesed-categories/lev-devorah-layett-gemach,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Little Royalty - Kids Gemach,Kids Gown Gemach,Horton,NY,(845) 535-1755,,,,,,,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Lou Lerman - The Wig Outlet,Sheitel Gemach,,NY,(847) 804-4762,(845) 804-4762,,,,"New Lace top and lace front wigs

",,,,https://www.instagram.com/thewig_outlet/?hl=en,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Magen Lev Gemach,Medical Supplies,Lakewood,USA,Mazel Yehudis Papelow (848) 224-9035,See notes for more numbers,,Mazel Yehudis Papelow,,"We are overflowing with supplies (feedinng tubes, trach, gloves, chucks, some size diapers). Reach out to Mazel Yehudis Papelow (848) 224-9035, Raizy Plopper (848) 226-5171 Rachi Presser (848) 261-2862 Chaya Hershkowitz (908) 910-9744. We are located in Lakewood but if we have enogh supplies we can arrange a ride to different locations",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malky Lieberman - Jewlery Gemach,Jewlery Gemach,Forshay,NY,(917) 951-8963,,,,,,,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Malky Lieberman - Sheitel Gemach,Sheitel Gemach,,NY,(917) 951-8963,,,,,"Forshay , gently used wigs",,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Marsha Eiserman,Earmuff Gemach,"Highland Park, NJ",NJ,(929) 579-1814,,,,,,,,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Mashitz Gown Gemachs,Gown Gemach,South Parker Dr,NY,(845) 263-7179,,,,,call for appt,,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Maternity Gemach Weekday and Shabbat Clothing,Maternity Gown Gemach,Monsey,NY,(845) 445-9687,,,,,,,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Maternity Gowns - Monsey,Gown Gemach,,NY,(845) 548-9416,,,,,,,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Maternity Gemach - Monsey,Maternity Gemach,"Monsey, NY",NY,(845) 445-9687,,,,,"Weekday and Shabbat clothing, various sizes.",,chesedmatch.org/new-york/monsey/chesed-categories/monsey-clothing-gown-gemachim,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Maternity Gown Gemach - Monsey,Gown Gemach,"Monsey, NY","Monsey, NY",(845) 425-1725,,,,,"This Gemach is offering maternity gowns.
",,https://www.chesedmatch.org/new-york/monsey/chesed-categories/maternity-gown-gemach-monsey,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Medical Supplies Gemach,Medical Supplies,New Square,NY,(845) 354-3233,(908) 866-6517,,Faygie Kalmanowitz,,Medical Supplies Gmach in New Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mezuzah Gemach - Monsey,Mezuzah Gemach,"Monsey, NY","Monsey, NY",(845) 362-2333,,,,,"This Gemach is offering Mezuzahs in Monsey
",,https://www.chesedmatch.org/new-york/monsey/chesed-categories/mezuzah-gemach-monsey,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Mifal Talleisim Noeim,Tallis Gemach,,"NY, NJ",(718) 852-3457,,,,,"Weekday tallis subject to availability

",,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Mimi,Sneaker Gemach,"Brooklyn, NY","NY, NJ",(347) 262-4911,,,,,,,,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Mindy place,Clothing Gemach,,NY,(845) 642-1345,,,,,Gently used clothing,,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Monsey Gown Gemach,Gown Gemach,Monsey,NY,(845) 426-7496,(845) 352-3031,,,,"Offering: Mother and sister gowns size 0-12, by appointment only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monsey Pidyon HaBen Gemach,Bris Gemach,"Monsey, NY","Monsey, NY",(845) 426-1681,,,,,"This Gemach is offering items for Pidyon HaBen in Monsey.
",,https://www.chesedmatch.org/new-york/monsey/chesed-categories/monsey-pidyon-haben-gemach,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Mothers of Crown Heights,Prenatal and Postpartum Support,Brooklyn NY,"Crown Heights, NY",,,,Mushka and Chaim Leiter,,"Providing services for expecting moms, kimpatorin, nursing moms, health, gemachs, Miriam's Center and kids indoor play spaces.",,mothersofcrownheights.com,https://www.facebook.com/MothersofCrownHeights.org/,,,,In memory of Mrs. Miriam Friedman.,,,,,,,,,,,,,,,,,,,,,
Monsey Bridal Headpiece Gemach,Headpiece Gemach,"Monsey, NY","Monsey, NY",(845) 352-2429,,,,,"This Gemach is offering bridal headpieces.
",,https://www.chesedmatch.org/new-york/monsey/chesed-categories/monsey-bridal-headpiece-gemach,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Monsey Chuppah Card Gemach,Wedding Gemach,"Monsey, NY",NY,(347) 278-1278,,,,,Contact after 5 pm.  Gemach offering Chuppah Cards for Blessings during the Event in Monsey,,https://www.chesedmatch.org/new-york/monsey/chesed-categories/monsey-chuppah-card-gemachim,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Monsey Chuppah Card Gemach,Wedding Gemach,"Monsey, NY",NY,(845) 222-0456,,,,,"Chuppah Cards Lucite cards.Gemach offering Chuppah Cards for Blessings during the Event in Monsey

",,chesedmatch.org/new-york/monsey/chesed-categories/monsey-chuppah-card-gemachim,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Monsey Gown Gemach,Gown Gemach,"Monsey, NY",NY,(845) 426-7496,(845) 352-3031,,,,"Mother and sister gowns size 0-12, by appointment only.",,https://www.chesedmatch.org/new-york/monsey/chesed-categories/monsey-clothing-gown-gemachim,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Monsey Purim Costume Gemach,Purim Gemach,"Monsey, NY","Monsey, NY",(845) 538-0990,,,,,Gently used and some new Purim Costumes for sale a few dollars a piece.,,chesedmatch.org/new-york/monsey/chesed-categories/monsey-purim-costume-gemach,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Monsey Tichel Gemachim (2),Head Covering Gemach,"Monsey, NY","Monsey, NY",(845) 371-7504,(845) 548-0014,,,,"These are two separate Gemachim. Both offer Tichels in Monsey. To receive or donate, call the numbers listed.",,,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Monsey Wedding Shtick Gemach,"Monsey, NY","Monsey, NY","Monsey, NY",(845) 426-3671,,,,,This Gemach is offering Shtick for weddings in Monsey.,,https://www.chesedmatch.org/new-york/monsey/chesed-categories/monsey-wedding-shtick-gemach,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Mrs. Singer,Tablecloth Gemach,"Queens, NY",,(718) 344-6376,,,,,,,,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
New Mans Shop,Clothing Gemach,,NY,(845) 206-9683,,,Miri Brachfeld,,,,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Ohel Sarah l’Kallah,Kallah Housewares and Furniture Gemacs,,"NY, NJ",(929) 525-5247,,,,Ohelsarahlekallah@gmail.com,"shaitels, linen, pots, dishes, cutlery, towels, etc. Ohel Sarah Lekallah is commited to helping a Kallah set up her home in a beautiful manner, with quality merchandise. All this, while maintaining a Kallah's dignity by providing a discreet shopping experience in our updated, well appointed Kallah Showroom.",,https://sponsorakallah.com/,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
PACK 'N' PLAY Gemach - Monsey,Kids Gemach,"Monsey, NY","Monsey, NY",(845) 216-4885,,,,tova222@gmail.com,"This Gemach is offering new Pack n Plays in Monsey
",,chesedmatch.org/new-york/monsey-spring-valley/chesed-categories/pack-n-play-gemach-monsey#,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Passaic Gemach,Sneaker Gemach,"Passaic, NJ",NJ,(201) 757-3248,,,,,,,,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Passaic Ladies Gown Gemach,Gown Gemach,"Passaic, New Jersey",NJ,(973) 778-2401,,,,,,,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Phone Gemach - Monsey,Tech Gemach,"Monsey, NY","Monsey, NY",(845) 579-5538,,,,,Free of charge for as long as necessary.,,https://www.chesedmatch.org/new-york/monsey/chesed-categories/phone-gemach,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Project Yechi,Tablecloth Gemach,"554 Churchill Rd
Teaneck, NJ 07666",,,,,,Projectyechi@gmail.com,,,http://projectyechi.org/services/tablecloth-gemach/,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Proposal Gemach - Monsey,Wedding Gemach,"Monsey, NY","Monsey, NY",(917) 626-8533,,,,,"Stocked with all your needs for a proposal set up, from props to tables and chairs. Bottle of champagne, champagne glasses, tables and chairs, tablecloths, ice buckets, marry me sign, lights of initials, uplighting, candles, lanterns, rose petals, red car",,https://www.chesedmatch.org/new-york/monsey/chesed-categories/proposal-gemach,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Racheli Haan,Chuppah card Gemach,"Queens, NY",NY,(516) 902-9998,(917) 232-6185,,,,,,,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Reb Yeshayala's Kitchen (RSK),"Food, Financial Coaching","46 Main St, Ste 381, Monsey, NY 10952, 747 Chestnut Ridge Rd. Suite 207 Spring Valley, NY 10977","Monsey, NY",(845) 414-8001,,,,,"Create more self-sufficient, financially- independent families who no longer need to lean on charity. Grocery assistance program, financial coaching program and meals subsidized for those hit with financial crisis.",,rsk.org ,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Reflector Gemach - Monsey,Safety Gear Gemach,"Monsey, NY","Monsey, NY",(347) 977-6816,,,,,Having guests or having a simcha and need reflectors? This Gemach is offering Reflectors for all mentioned situations.,,chesedmatch.org/new-york/monsey/chesed-categories/reflector-gemach-monsey,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Reflector Gemach - New York,Safety Gear Gemach,"Monsey, NY",NY,(845) 356-0815,,,,,Hosting guest? Be safe!Wear a reflector. If anyone borrowed please return as soon as possible.,,chesedmatch.org/new-york/monsey/chesed-categories/reflector-gemach-new-york,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Rinat Chaim Equipment Gmach,Medical Supplies Gmach,,,,,,,info@rinatchaimgemach.com,"Wheelchairs, motorized wheelchairs, transport chairs, walkers, knee scooters, commodes, raised toilet seats, canes, crutches, shower chairs, etc.",,http://www.rinatchaimgemach.com/,,,,,,,,,,,,,,,,,,,,,,,,,,
Rivky Epstein,Wedding Shtick Gemach,"Highland Park, NJ",NJ,(845) 422-6875,,,,,,,,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Rochy Kalman,Sneaker Gemach,"Lakewood, NJ",NJ,(845) 242-4217,Sara (732) 730-1916,,,,,,,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Rosenthal,Gown Gemach,,NY,(845) 659-1564,,,,,,,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Ruchie Klein - Gown Gemach,Gown Gemach,Tauber Terrace,NY,(845) 445-7167,,,,,Call for Hours,,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Sarah Haddad - Tablecloth Gemach,Tablecloth Gemach,"Brooklyn, NY",NY,(347) 680-3973,,,,,,,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
School Supply Gemach,School Supply Gemach,"Monsey, NY","Monsey, NY",(862) 505-9546,,,,,This Gemach is offering school supplies . Accepting donations. New or gently used.,,chesedmatch.org/new-york/monsey/chesed-categories/school-supply-gemach,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Shabbos Simcha Gemach,Wedding Gemach,"Monsey, NY","Monsey, NY",(845) 425-0498,,,,,"This Gemach is offering Becher, Challah deklich. Zemiros and Benchers.",,chesedmatch.org/new-york/monsey/chesed-categories/shabbos-simcha-gemach,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Shomrei Hachomos Judaica Gemach,Shabbat Gemach,"Monsey, NY","Monsey, NY",(845) 352-6610,,,,,"Enhance your simcha with beautiful bechers, challah covers & zmiros.",,chesedmatch.org/new-york/monsey/chesed-categories/shomrei-hachomos-judaica-gemach,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Siddur & Chumash Gemach,Judaica Gemach,"Monsey, NY","Monsey, NY",(854) 558-4774,,,,,"This Gemach is offering Siddurim and Chumashim.
",,chesedmatch.org/new-york/monsey/chesed-categories/siddur-chumash-gemach,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Simcha Hat Gemach,Head Covering Gemach,"Monsey, NY","Monsey, NY",(347) 351-1604,,,,,for $25. many styles and colors. We also accept donations of elegant hats.,,https://www.chesedmatch.org/new-york/monsey/chesed-categories/simcha-hat-gemach,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Shaintels,Sheitel Gemach,,NY,(845) 376-9982,,,,,new skin top wig,,https://shaintels.com/,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Shalom Zachor,Gemach,,NJ,(732) 364-8417 Beer and Arbis,(732) 9012193 Cake Platters,,,,"Beer Between 10-15 bottles of beer, one can arbis. They leave it outside, 7th street area. Cake platters -sarala wosner - 7329012193 ( morah till 2 )",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelly Cohen Bridal Fund,"Gowns, Headpieces and Veils","219 Locust Avenue, Suite 3 W Long Branch, NJ 07764",NJ,(732) 222-2080,,,The Cohen Family,info@shellycohenbridal.com,Current styles bride and bridal family gowns in a storefront hosting the gemach.,,shellycohenbridal.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Shifra Topper,Centerpiece Gemach,"Queens, NY",,(718) 736-5826,,,,,,,,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Shtick Gemach,Wedding Shtick Gemach,"Queens, Washington Heights, Manhattan, Brooklyn, Teanek, Monsey",NY,,,,,HodayaL.work@gmail.com,,,,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Simchas Rochel,Gown Gemach,Crown Heights,NY,(347) 770-4136,,,,,,,https://gowngmach.com/faqs,https://www.facebook.com/simchasrochelandgoldagowngemach,https://www.instagram.com/gowngmach/,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Simchas Yisroel Clothing,Upscale Clothing Gemach,NY/NJ,NY/NJ,"(845) 641-7133 Lowy day, (347) 203-7071 Gidon night, call and text both",(347) 203-4712,,Albert Kahn,,"Collects and distributes upscale clothing. Suits for Simchas, Dress for Success and Shabbat clothes. Reach out to Albert and set an appointment time. References are checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soralas Baby Gemach,Baby Supplies Gemach,"Brooklyn, Flatbush, Cedarhurst,  Montreal, Baltimore, Detroit, Toronto","USA, Canada, Jerusalem",(347) 201-2229,(347) 788-0724,,,soralasbabygemach@gmail.com,"The gemach provides a wide variety of baby-related items for short-term loan. These items include nursing pumps, digital baby scales, car seats, pack ’n plays, strollers, swings, and more. These loans are at no charge, although a refundable deposit is required.

Brooklyn Gemach hours are Sunday morning from 930 am to 1030 am and Wednesday evenings from 830 pm to 930 pm.  
No appointment necessary. 
We do not reserve or put away items. 
We are located in Flatbush at 1546 East 34th Street between Avenue N and Avenue P (enter from Avenue P). 
We accept donations of brand new items only. 
We require a small deposit when you take an item. This deposit  is  fully refundable when you return the item after 6 weeks. 
If you have any questions, please feel free to leave a message and someone will respond to your email or voice message.",,soralasbabygemach.com,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Sound System Gemach,Simcha Gemach,"Monsey, NY","Monsey, NY",(917) 382-8809,,,,,"This Gemach is offering speakers, mikes, mixers and cables.
",,chesedmatch.org/new-york/monsey/chesed-categories/sound-system-gemach,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Spitzer - Tablecloth Gemach,Tablecloth Gemach,"New Square 8 Hawk St, CR",NY,(845) 521-8333,,,,,,,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Suitcase Gemach - Monsey,Travel Gemach,"Monsey, NY","Monsey, NY",(845) 371-9121,,,,,"This Gemach is offering Suitcases
",,chesedmatch.org/new-york/monsey/chesed-categories/suitcase-gemach-monsey,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Suri klein,Petticoat gemach,,NY,(845) 721-3860,,,,,,,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Tablecloth Gemach,Tablecloth Gemach,"Far Rockaway, NY, Deal, NJ",,(718) 471-7020,732-539-0026,,,,,,,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Tablecloth Gemach - Monsey,Tablecloth Gemach,"Monsey, NY","Monsey, NY",(845) 371-2105,,,,,"Offering Tablecloths for Simchas and Events
",,chesedmatch.org/new-york/monsey/chesed-categories/tablecloth-gemach-monsey,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Ten Yad Kallah Gemach,Wedding Assistance,"559 Empire Boulevard Brooklyn, NY 11225, 1291 President St. Brooklyn, NY 11213",USA,(718) 756-1482,,(347) 717-4777,,,"Kallah Gemach; gowns. A beautiful gown showroom in New York from which they lend out stunning dresses and bridal accessories to brides at no cost. By appointment only, Monday – Friday: 10am – 6pm, Shabbos-Sunday: Closed",,tenyad.org,www.facebook.com/TenYad,www.instagram.com/ten.yad,,www.linkedin.com/company/ten-yad-kallah-gemach-inc,,,,,,,,,,,,,,,,,,,,,,
The Everything Gemach,Clothing and Furniture Gemach,Brooklyn NY,NY,(917) 361-8268,,,,,"Collects and distributes clothing, furniture etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Gift Room,Wedding Assistance,"Monsey, NY","Monsey, NY",(917) 921-7355,,,,,"Donate to Hachnasas Kallah. Accepting donations of new and unused gifts such as vases, servers, frames, diffusers, judaica and more for kallahs to choose from.",,chesedmatch.org/new-york/monsey/chesed-categories/the-gift-room,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
The Kallah boutique,Clothing Gemach,,NY,(845) 304-6162,,,,,"Mostly new with tags or in perfect condition

",,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
The Kallah Gift Gemach,Wedding Assistance,Lakewood,Lakewood,(929) 339-8562,,,Batsheva Salgo,,"Brand new, never used kitchen utensils, dishes, serving pieces, appliances and other household items in perfect condition to benefit needy kallahs.
 Also accepting donations of new household items.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Pick Up Gemach/ Perfect Picks,Free Children's Boutique,"Lakewood, NJ","Lakewood, NJ",TEXT WITH DONATIONS:                          (848) 525-6961,,,,,"A free pick-up service for current gently-used or new children's clothing and gently-used bassinet or double strollers. Operates a boutique for the neighborhood Kollel families. Under the haskamah of Rabbi Yaakov Forscheimer. To make a donation, place outside in a garbage bag labeled Gemach and text the number with your address. Pickups are done Sunday-Thursday night.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sheitel Gemach,Wig Distribution,"Lakewood, NJ",NJ,(848) 210-1899,,,,thesheitelgemach@gmail.com,Provides used sheitels to local women who are struggling to afford the basics and can't afford to purchase a much-needed sheitel. Numerous locations throughout various neighborhoods to drop off sheitels. Attach name and number to the sheitel and label it SHEITEL GEMACH.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sheitel Gemach,Wig Distribution,NY,NY,(845) 304-6668,,,Deena,,Wig donations and distribution.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sheitel Shuffle,Wig Distribution,NY,NY and NJ,,,,Staci Segal,sheitelshuffle@gmail.com,Provides freshly washed used wigs to women in need. $25/wig.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Wedding Kit,Wedding Gemach,"Monsey, NY",NY,(845) 371-2947,,,,,Offering: All necessities for Kallah/ Chossons family for the wedding night. Leili Nishmas: Perel Gela Bas R Shloima.,,chesedmatch.org/new-york/monsey/chesed-categories/the-wedding-kit,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Tichel Gemach,Head Coverings Gemach,"Monsey, NY",NY,(845) 548-0014,,,,,Donations welcome. Contact the number listed.,,https://www.chesedmatch.org/new-york/monsey/chesed-categories/monsey-clothing-gown-gemachim,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Tichel Gemach - Monsey,Head Coverings Gemach,"Monsey, NY",NY,(845) 371-7504,,,,,To receive or donate contact the number listed,,https://www.chesedmatch.org/new-york/monsey/chesed-categories/monsey-clothing-gown-gemachim,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Tiferes Deborah L’Kallah,"Home Goods Gemach, Furniture Gemach","25 13th Street
Lakewood, NJ 08701","NY, NJ",(732) 719-5050,(732) 363-6299,,,,"Household items, some furniture, cost price. 
From dishes to flatware, tablecloths to towels, irons to microwaves, everything (or so it seems) is for ""sale"" at the TDL showroom! And the prices for these items can't be matched, as each Kallah walks away with her overflow of ""purchases"" free of charge, courtesy of TDL and the generosity of the Lakewood community.

",,https://www.tdlonline.org/,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Tomche Shabbos of Rockland County,Food and Employment Assistance,"78 College Road Monsey, NY 10952","Rockland County, NY",(845) 356-0202,,,Mr. Alan Rosenstock,help@tomcheshabbos.org,"Food assistance, job assistance and free computer classes. Now offering Rockland Chesed Network which provides the infrastructure for all services and allows us to continue supporting our growing community.",,tomcheshabbos.org,,,,,,,,,,,,,,,,,,,,,,,,,,
Toy Gemach for Simchas - Monsey,Toy Gemach,"Monsey, NY","Monsey, NY",(917) 538-3453,,,,,3 different sets of exciting toys available for free to help you and your children enjoy your simcha.,,chesedmatch.org/new-york/monsey/chesed-categories/toy-gemach-for-simchas-monsey,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Traube - Centerpiece Gemach,Gemach,"4 Hawk St, CR",NY,(845) 263-0509,,,,,,,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Tzippy Respler,Wedding Shtick Gemach,"Teanek, NJ",NJ,(201) 921-7643,,,Tzippy Respler,,,,,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Tzivia's Petals,Flower Gemach,NY,NY,"Call/WhatsApp: 
Faigy Stein: (917) 288-7614
Meira Been: (646) 592-0112","Call/WhatsApp:
Sara Schuster: (845) 608-0911",,"Faigy Stein, Meira Been, Sara Schuster",,"Shares flowers from one simcha for another.
Contact to donate/receive flowers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umbrella Gemach - Monsey (outdoor umbrellas),Gemach,"Monsey, NY","Monsey, NY",(216) 470-9841,,,,,This Gemach is offering Umbrellas for Simchas and events.,,https://www.chesedmatch.org/new-york/monsey/chesed-categories/umbrella-gemach,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Vinyl Cast Protector Gmach,Medical Supplies Gmach,"Lakewood, NJ",NJ,(732) 364-7038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walkers & Over the Bed Tables Gmach,Medical Supplies Gmach,"Lakewood, NJ",NJ,(732) 905-9011,(732) 370-0436,,,,,,,,,,,Additional number (732) 365-5975,,,,,,,,,,,,,,,,,,,,,
Wedding Hair Piece Gemach,Jewelry Gemach,"Monsey, NY","Monsey, NY",(347) 300-1679,,,,,This Gemach is offering Wedding hair piece in Monsey,,https://www.chesedmatch.org/new-york/monsey/chesed-categories/wedding-hair-piece-gemach,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Wedding Kit Gemach,Wedding Gemach,"Monsey, NY",NY,(845) 425-2036,,,,,"A Wedding day kit for Machetunim to take along.
",,chesedmatch.org/new-york/monsey/chesed-categories/wedding-kit-gemach,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Wedding Shtick Gemach - Malky Koplovitz,Wedding Shtick Gemach,Queens,NY,(718) 730-0032,,,,,,,,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Wedding Shtick Gemach - Michal Ambalu,Wedding Shtick Gemach,"Queens, NY",NY,(646) 260-2326,,,Michal Ambalu,,,,,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Wesely Hills - Gown Gemach,Gown Gemach,,NY,(845) 244-0047,,,,Wesleygowns@gmail.com,,,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Wheelchairs & Walker Gmach,Medical Supplies Gmach,"NYC, NY",NY,(718) 327-4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yachad Medical Equipment,Medical Supplies Gmach,,NY,(718) 851-2500,,,Yachad D’Bobov,,,,,,https://www.instagram.com/yachad_medical_equipment/,,,,,,,,,,,,,,,,,,,,,,,,
Yad Batya L’Kallah,Kallah Housewares and Furniture Gemacs,,"USA, Canada, Israel",(718) 377-4349,,,,info@yadbatya.org,"linens, pots, dishes, cutlery towels. Once a kallah becomes eligible, only a number identifies her, to retain her dignity and fulfill this mitzvah under the most respectful conditions.

",,https://www.yadbatya.org/apply/,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Yaelle’s Kallahs,Kallah Gown Gemach,Wesley Hills,NJ,(973) 666-0625,,,,,,,,,,,,Entered on Dec 16th,,,,,,,,,,,,,,,,,,,,,
Yameitz Libechu,Congenital Heart Disease,"958 45th Street Brooklyn, NY 11219",USA,(718) 501-7537,,(718) 298-4528,,info@ylhearts.org,"Patient advocacy, medical networking and referrals, family and patient care services, crisis intervention, events and gatherings, helpline, library and medical supply gemach for children and adults with congenital heart disease.",,ylhearts.org,,,,,,,,,,,,,,,,,,,,,,,,,,
Yitzchok's Toy Box,Therapy Equipment Gemach,"Baltimore, MD","Baltimore, MD",(443) 879-3169,,,,info@yitzchokstoybox.com,"Yitzchok's Toy Box is a therapy equipment gemach that lends equipment for many needs, including, assistive and adaptive technology, gross motor walking toys, fine motor and writing tools, feeding and oral motor tools, seating items, sensory tools, fidgets and digital timers, augmentative and alternative communication, therapeutic books and games, infant and toddler toys, calming equipments, and more.",,https://yitzchokstoybox.com/,,,,,,,,,,,,,,,,,,,,,,,,,,
